Timestamp,Username,"Programa o carrera que estás estudiando: (en caso de doble titulación, menciona ambas carreras o programas).",Campus al que perteneces,Género,Nacionalidad:,Edad,1.- I get my full water bottle while leaving home.,2.- I wonder about increasing of cancer events in industrial areas.,3.- Degenerated enviromental conditions can cause negative effect on mental health.,"4.- What a pitty!, people think that technology can solve every problem, althought technology cannot produce one gram organic honey.","5.- The reflection of enviromental problems can be seen at the same time, in succession, and more than one area.",6.- I try to pattern people who have positive ecologic behavior in my social life.,7.- I prefer to buy local vegetables and fruits.,8.- I believe that one of the ways of fighting with obesity is enviromental education.,"9.- I have remorse to know some goods I buy, are produced by explotation of human work.","10.- One of the reasons of immigration of rural people, is the job lost due to global firms.",11.- Global firms prevent local producer to have profit.,"12.- People, to immigrate to another place, are cheaper laborer sources for big companies.","13.-  En una escala del 1 al 10, ¿cómo consideras que cambió tu mentalidad y comportamiento respecto a la sostenibilidad, como resultado de lo que aprendiste en tu carrera profesional?  (Donde 1 es nada, 10 es totalmente)",14.- Da alguna razón o justificación de tu respuesta anterior.
2025/05/12 5:49:01 PM MDT,71,LAF,Campus Sinaloa,Mujer,mexicana ,21 a 22 años,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Completely agree,10,considero que mi mentalidad ha ayudado a cambiar algunos comportamienos que he tenido en mis acciones y vida. 
2025/05/12 5:49:11 PM MDT,72,Finanzas,Campus Sinaloa,Hombre,Mexicano,21 a 22 años,Not sure,Completely agree,Partly agree,Not sure,Not sure,Not sure,Completely agree,Not sure,Not sure,Not sure,Not sure,Not sure,9,Porque se abordan muchos temas de eso
2025/05/12 5:49:12 PM MDT,73,LAF,Campus Sinaloa,Hombre,Mexico,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Not sure,Partly agree,Completely agree,10,"Por que la tierra gira y las cosas te ayudan a cambiar de opinion
"
2025/05/12 5:51:24 PM MDT,74,Licenciatura en Finanzas,Campus Sinaloa,Hombre,Mexico,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Not sure,Completely agree,Completely agree,Not sure,Completely agree,7,Mi enfoque y pensamiento sobre la importancia de una mentalidad que enfoca el cambio del medio ambiente y su cuidado a incrementado pero aún considero que hay puntos en este pensamiento que fallan al ser tan radicales.
2025/05/12 5:53:30 PM MDT,75,LAF,Campus Sinaloa,Hombre,Mexicana,21 a 22 años,Partly disagree,Completely agree,Completely agree,Partly disagree,Partly agree,Not sure,Partly agree,Partly agree,Completely disagree,Not sure,Partly agree,Not sure,8,Si estuve viendo algunos temas importantes al respecto
2025/05/12 5:53:59 PM MDT,76,LAF,Campus Sinaloa,Hombre,Mexicano,21 a 22 años,Partly agree,Not sure,Partly agree,Partly agree,Not sure,Completely agree,Not sure,Partly disagree,Partly disagree,Not sure,Partly agree,Partly agree,10,Me han bri{ndado mucha informacion y conocimiento relevante para cambiar mi punto de vista hacia el tema 
2025/05/14 2:39:02 PM MDT,77,LAET,Campus Sinaloa,Hombre,Mexicano ,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Completely agree,9,Entendí como una empresa podría generar dinero y a la vez hacer un bien al medio ambiente o a la sociedad 
2025/05/14 4:06:36 PM MDT,78,LAET,Campus Chihuahua,Hombre,Mexicana,23 a 24 años,Completely agree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Not sure,Partly agree,Not sure,Not sure,9,Durante toda la carrera fue muy común que viéramos aspectos relacionados a la importancia de la sostenibilidad
2025/05/14 4:07:13 PM MDT,79,LAR ,Campus Chihuahua,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Not sure,Partly agree,Completely agree,Completely agree,Partly disagree,Partly disagree,Partly agree,Not sure,Not sure,9,analizar los factores globales y de sostenibilidad me ha ayudado a abrir más mi mente 
2025/05/14 4:07:23 PM MDT,80,Estrategia y Transformación de Negocios ,Campus Chihuahua,Mujer,Mexicana,23 a 24 años,Not sure,Partly agree,Not sure,Partly agree,Not sure,Not sure,Partly disagree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,5,En muchos aspectos contaminamos y no nos damos cuenta o tampoco queremos cambiar la rutina que ya tenemos 
2025/05/14 4:08:07 PM MDT,81,LAET,Campus Chihuahua,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Not sure,Partly disagree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly disagree,Not sure,Partly disagree,9,"En la carrera de LAE nos mostraron diferentes herramientas, certificados, metodologias, etc. "
2025/05/14 4:08:38 PM MDT,82,LAE,Campus Chihuahua,Mujer,Mexicana,21 a 22 años,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Not sure,Partly disagree,Partly disagree,Partly agree,Not sure,Partly disagree,7,.
2025/05/14 4:08:47 PM MDT,83,LAET,Campus Chihuahua,Hombre,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Completely agree,Partly agree,Partly agree,9,"Durante mi crecimiento profesional he puesto en duda varios aspectos que segun yo conocia como definitivos, adquirir nuevos conocimientos, ampliar mi vision y tomar el mundo con una mentalidad mas madura, han sido parte del cambio de comportamiento"
2025/05/14 4:08:47 PM MDT,84,LAET,Campus Chihuahua,Hombre,Mexicana,23 a 24 años,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,10,"Al llevar diferentes clases con tematicas al respecto, han hecho que me vuelva un consumidor consiente, al final de todo es un problemas que tenemos enfrente de nosotros que no podemos ignorar."
2025/05/14 4:16:24 PM MDT,85,LAE,Campus Chihuahua,Hombre,Mexicano,21 a 22 años,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,9,Tengo mejores prácticas sostenibles en mi día a día
2025/05/14 6:36:17 PM MDT,86,LAET,Campus León,Hombre,Méxicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,6,pues 
2025/05/14 6:36:35 PM MDT,87,LAE,Campus León,Hombre,México ,23 a 24 años,Completely agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly disagree,Partly agree,Partly agree,7,Debido a lo vivido en el TEC
2025/05/14 6:36:49 PM MDT,88,LAE,Campus León,Mujer,Mexicana,23 a 24 años,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Partly agree,Partly agree,Completely agree,10,"Considero que mi mentalidad y comportamiento respecto a la sostenibilidad cambiaron de manera significativa gracias a mi carrera en Estrategia y Transformación de Negocios. Aprendí a integrar prácticas sostenibles como un factor clave para el éxito y la responsabilidad empresarial, comprendiendo que el crecimiento económico debe ir de la mano con el cuidado ambiental y social. Por eso, en una escala del 1 al 10, mi cambio es un 10, ya que ahora aplico estos conceptos en la toma de decisiones y en la visión estratégica de los negocios"
2025/05/14 6:36:56 PM MDT,89,LAET,Campus León,Hombre,Mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Not sure,Partly agree,Partly agree,Partly disagree,Not sure,Partly disagree,Partly disagree,Partly disagree,Completely agree,8,El Tec me ha dado muchas herramientas y esquemas en donde analizo el impacto del mundo y del ambiente en los negocios y han dando pie a que piense más en este tipo de temas 
2025/05/14 6:38:29 PM MDT,90,LAE,Campus León,Hombre,Mexicana,23 a 24 años,Partly agree,Not sure,Completely agree,Partly agree,Partly agree,Not sure,Partly agree,Not sure,Partly agree,Completely agree,Not sure,Completely agree,5,No mucho
2025/05/14 6:38:42 PM MDT,91,LAET,Campus León,Hombre,Mexicana,21 a 22 años,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Not sure,Not sure,Partly agree,Partly disagree,Partly disagree,Partly agree,Partly disagree,6,Considero que se le da enfoque durante la carrera pero no tanto.
2025/05/14 6:39:21 PM MDT,92,LAET,Campus León,Hombre,Mexico,21 a 22 años,Completely agree,Partly disagree,Partly agree,Partly agree,Completely agree,Partly disagree,Completely disagree,Partly agree,Partly disagree,Not sure,Partly disagree,Completely agree,7,pues si nos enseñaron a llevar negocios conscientes 
2025/05/14 6:39:23 PM MDT,93,LAET,Campus León,Hombre,Mexicano,21 a 22 años,Partly agree,Partly disagree,Partly agree,Not sure,Partly agree,Partly agree,Not sure,Partly disagree,Not sure,Not sure,Partly agree,Partly agree,8,Veíamos mucho temas sustentables y aprendí mucho
2025/05/15 4:23:31 PM MDT,94,LAF,Campus Aguascalientes,Hombre,Mexicana,21 a 22 años,Partly agree,Not sure,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,8,Varias clases que nos implementan buenas acciones
2025/05/15 4:24:52 PM MDT,95,LAF,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly disagree,Completely agree,Not sure,Partly disagree,Partly agree,Partly agree,Completely agree,6,A pesar de que vimos varios temas ecológicos siento que el entorno global y las circunstancias son diferentes y puede cambiarte un poco la idea. La clase q más me ayudó fue bimiometica
2025/05/15 4:25:35 PM MDT,96,LAF,Campus Aguascalientes,Hombre,Mexicana,23 a 24 años,Completely agree,Not sure,Partly agree,Completely agree,Partly agree,Not sure,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,9,"Las materias y temas de finanzas sustentables definitivamente cambiaron mi mentalidad, ya que me hicieron más consciente de los efectos negativos que los negocios pueden llegar a tener en el medio ambiente."
2025/05/15 4:27:12 PM MDT,97,LAF,Campus Aguascalientes,Hombre,Mexicano,21 a 22 años,Partly disagree,Partly agree,Partly disagree,Completely disagree,Completely disagree,Completely disagree,Partly agree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely agree,1,Creo que el tema del esg es una moda y atiende a intereses de capital y la responsabilidad debe provenir del mercado sin interacción 
2025/05/15 4:27:45 PM MDT,98,LAF,Campus Aguascalientes,Hombre,Mexicana,21 a 22 años,Partly agree,Not sure,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly disagree,Partly disagree,Partly agree,Partly agree,Completely agree,9,"Creo que a lo largo de la carrera aprendí más a fondo el tema de sostenibilidad, lo que ayudo a tener más conciencia sobre el tanto, la parte del medio ambiente, social y de gobernanza."
2025/05/15 4:28:34 PM MDT,99,LAF,Campus Aguascalientes,Hombre,Americana,23 a 24 años,Partly agree,Partly agree,Completely agree,Partly agree,Not sure,Not sure,Completely agree,Not sure,Not sure,Partly disagree,Completely agree,Completely agree,8,"Creo que el motivo de mi perspectiva es el hecho de que el enfoque que se le da es individualista cuando el verdadero problema es a nivel global, especialmente cuando se trata de grandes corporaciones como las principales causantes en los problemas de sostenibilidad."
2025/05/15 4:28:56 PM MDT,100,LAF,Campus Aguascalientes,Hombre,Estadounidense/Mexicano,21 a 22 años,Partly agree,Not sure,Completely agree,Partly disagree,Partly agree,Not sure,Not sure,Partly agree,Partly disagree,Partly agree,Partly disagree,Partly agree,9,"He conocido mas cosas que no sabia anteriormente como greenwashing, las praticas de los grandes corporativos, etc que me ha hecho mas conciente del impacto ambiental que tienen."
2025/05/15 4:29:30 PM MDT,101,Licenciatura en Finanzas,Campus Aguascalientes,Hombre,Mexicano,21 a 22 años,Partly disagree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Partly agree,Completely agree,Partly disagree,Completely agree,Partly agree,Partly agree,7,No considero que se proporcionó la información necesaria 
2025/05/15 4:29:47 PM MDT,102,LAF,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Partly disagree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Completely agree,Completely agree,6,"Siento que mi forma de ser acerca de la sostenibilidad ha sido parcialmente bueno, no creo que lo que haya aprendido en la carrera haya Sido de mucha ayuda para fortalecer este compromiso."
2025/05/15 4:30:22 PM MDT,103,LAF,Campus Aguascalientes,Mujer,Mexicana,21 a 22 años,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,8,"Tuvimos muchas materias que integraban temas ESG, Además que el curso de bloomberg es muy bueno para tomar conciencia de esg"
2025/05/15 4:33:39 PM MDT,104,LAF,Campus Aguascalientes,Hombre,Mexicana ,23 a 24 años,Completely agree,Partly disagree,Partly agree,Partly agree,Completely agree,Not sure,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,Not sure,6,Conocimiento de nuevos temas y situaciones globales 
2025/05/15 6:20:53 PM MDT,105,LAET,Campus San Luis Potosí,Hombre,Mexicano ,21 a 22 años,Completely agree,Not sure,Completely agree,Completely agree,Partly agree,Completely disagree,Not sure,Not sure,Completely disagree,Completely agree,Partly agree,Completely agree,3,"Necesito ver acciones en vez de contestar una encuesta o solo leer sobre ello, necesito ver pruebas tangibles y cambios exitosos "
2025/05/15 6:21:34 PM MDT,106,LAET,Campus San Luis Potosí,Hombre,Mexico,23 a 24 años,Completely agree,Partly agree,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Not sure,Not sure,Not sure,Not sure,Partly agree,9,EXCELENGTE
2025/05/15 6:22:44 PM MDT,107,LAE,Campus San Luis Potosí,Hombre,Mexicana ,23 a 24 años,Completely agree,Completely agree,Completely agree,Completely disagree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,10,"Estoy mas al tanto de lo que esta pasando a nivel global y local, especialmente con la industralizacion 
"
2025/05/15 6:24:16 PM MDT,108,LAET ,Campus San Luis Potosí,Mujer,Mexicana ,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,9,Las materias que he visto a lo largo de la carrera ampliaron mi conocimiento sobre la sostenible 
2025/05/15 6:24:24 PM MDT,109,LAE,Campus San Luis Potosí,Hombre,Mexicano,21 a 22 años,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,Completely disagree,Completely agree,10,Siempre he sido una persona que busca ayudar el medio ambiente y en el tec aprendi más
2025/05/15 6:24:30 PM MDT,110,LAET,Campus San Luis Potosí,Mujer,Mexicana,23 a 24 años,Partly agree,Partly agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,9,"Se nos ha enseñado la importancia del cuidado medio ambiente, como es nuestra responsabilidad y los efectos al no hacerlo"
2025/05/15 6:24:35 PM MDT,111,LAET / LAF,Campus San Luis Potosí,Mujer,Mexicana ,21 a 22 años,Completely agree,Partly disagree,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Partly disagree,Partly agree,Completely agree,Completely agree,Partly agree,9,"Le doy un 9 porque mi carrera profesional me ha llevado a adoptar una visión mucho más consciente y activa sobre la sostenibilidad. Ahora integro criterios sostenibles en mis decisiones, valoro su impacto a largo plazo y los promuevo en mi entorno laboral. No puse un 10 porque aún tengo áreas por mejorar."
2025/05/15 6:24:44 PM MDT,112,LAET Y LAF,Campus San Luis Potosí,Mujer,mexicana,21 a 22 años,Completely agree,Completely disagree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Not sure,10,Se me dio las herramientas necesarias para formar opiniones propias desde el conocimiento.
2025/05/15 6:24:56 PM MDT,113,LAET,Campus San Luis Potosí,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Partly agree,Not sure,Partly disagree,Not sure,Partly agree,Not sure,Not sure,Partly agree,Not sure,Partly disagree,9,Aprendí más a implementar los ODS en propuestas para las empresas y especialmente para la empresa familiar. 
2025/05/15 6:28:37 PM MDT,114,LAET,Campus San Luis Potosí,Mujer,mexicano,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,Completely agree,Completely disagree,9,siempre cargo con mi termo 
2025/05/15 6:28:38 PM MDT,115,LAET,Campus San Luis Potosí,Mujer,Mexicana,23 a 24 años,Partly agree,Completely agree,Completely agree,Not sure,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,8,Porque gracias a los dispensadores ya procuraba siempre llevar mi termo en lugar de estar comprando botellas de agua. 
2025/05/15 6:28:58 PM MDT,116,LAET,Campus San Luis Potosí,Hombre,Mexicana ,23 a 24 años,Partly agree,Partly agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Partly agree,Partly disagree,Partly agree,Partly agree,Completely agree,9,"Tuve varias clases que nos ayudaron a generar conciencia, por ejemplo la optativa de Sostenibilidad y ciudades inteligentes "
2025/05/15 6:51:23 PM MDT,117,LAF,Campus Aguascalientes,Hombre,Mexicano,21 a 22 años,Partly disagree,Not sure,Partly agree,Not sure,Partly agree,Completely disagree,Partly disagree,Completely disagree,Completely disagree,Partly disagree,Partly agree,Partly agree,1,"Simplemente ninguno de los times son atractivos para captar la atención. Lejos de tomarse en serio la clase los estudiantes, estos la toman como la clase de “relleno”"
2025/05/19 5:31:29 PM MDT,118,LAET,Campus Sonora Norte,Mujer,mexicana,23 a 24 años,Completely agree,Partly agree,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Partly disagree,9,Nos informaron al respecto
2025/05/19 5:32:44 PM MDT,119,LAET,Campus Sonora Norte,Mujer,Mexicana,21 a 22 años,Not sure,Not sure,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,7,"El acceso al internet y lo que he aprendido a la escuela han complementado mis aprendizajes sobre el medio ambiente, encontrar soluciones sostenibles hasta en lo cotidiano. La escuela si me permitió explorar este tema en un ámbito profesional y empresarial."
2025/05/19 5:33:46 PM MDT,120,Laet ,Campus Sonora Norte,Mujer,Mexicana,23 a 24 años,Completely agree,Not sure,Completely agree,Completely agree,Completely agree,Completely agree,Not sure,Completely agree,Partly disagree,Completely agree,Completely agree,Partly agree,10,Me parece muy bien esta encuesta 
2025/05/19 5:34:41 PM MDT,121,LAET,Campus Sonora Norte,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Completely agree,7,Aprendí cómo se pueden llegar a explotar recursos justificando el medio por el fin 
2025/05/19 5:34:42 PM MDT,122,LAET,Campus Sonora Norte,Hombre,Mexicana,23 a 24 años,Completely disagree,Not sure,Completely agree,Partly agree,Completely agree,Not sure,Partly disagree,Not sure,Not sure,Partly disagree,Partly agree,Completely agree,8,"El nivel de concientización que recibimos en los distintos temas a lo largo de la carrera, fue idóneo para generar una mejor visión de los daños y problemáticas actuales."
2025/05/19 5:35:28 PM MDT,123,LAET,Campus Sonora Norte,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely disagree,Completely agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,9,En mi carrera vemos mucho el liderazgo consiente y la sustentabilidad en hacer negocios para ser líderes conscientes ambientalmente a futuro. 
2025/05/19 5:35:56 PM MDT,124,LAET,Campus Sonora Norte,Hombre,Mexicano,23 a 24 años,Completely agree,Partly disagree,Completely agree,Not sure,Completely agree,Partly agree,Completely agree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,8,"Mi carrera hizo mucho hincapié durante estos 4 años, que además de generar ingresos, es importante tener responsabilidad social y ambiental para generar consciencia sobre la importancia de crear comunidades sostenibles."
2025/05/19 5:36:29 PM MDT,125,LAET,Campus Sonora Norte,Hombre,Mexicano,21 a 22 años,Completely agree,Partly disagree,Completely agree,Partly disagree,Completely agree,Partly disagree,Not sure,Completely disagree,Partly disagree,Completely disagree,Completely agree,Completely agree,5,Pues me hizo estar más consciente pero no es algo que tenga 100% presente o que sea lo que más me importe
2025/05/19 5:36:51 PM MDT,126,LAET,Campus Sonora Norte,Mujer,MEXICANA,21 a 22 años,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,9,A lo largo de mi carrera me tocó presenciar el arranque que diferentes iniciativas a nivel nacional. Fue interesante implementarlas en el área de liderazgo y grupos estudiantiles. 
2025/05/19 5:37:48 PM MDT,127,Laet,Campus Sonora Norte,Hombre,Mexicano,21 a 22 años,Completely agree,Partly disagree,Partly agree,Partly agree,Partly agree,Partly disagree,Completely disagree,Completely disagree,Completely disagree,Not sure,Partly agree,Partly agree,6,He tenido mas conciencia pero no he aplicado muchas acciones a mi dia dia
2025/05/19 5:38:05 PM MDT,128,Estrategia y Transformación de Negocios,Campus Sonora Norte,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Not sure,Completely disagree,Completely agree,Completely disagree,Partly agree,9,he aprendido a ser feliz sin necesidad de hacerle daño a los demás
2025/05/19 5:38:46 PM MDT,129,LAET,Campus Sonora Norte,Hombre,Mexicana,23 a 24 años,Completely agree,Partly agree,Partly agree,Not sure,Completely agree,Partly disagree,Completely agree,Partly disagree,Partly disagree,Completely agree,Partly agree,Partly disagree,5,"Pienso que son temas diferentes en cuanto a lo que quiero, podría encajar pero tendría que indagar a profundidad más sobre el tema."
2025/05/19 5:39:16 PM MDT,130,laet,Campus Sonora Norte,Mujer,MEXICANA,21 a 22 años,Completely agree,Not sure,Partly agree,Partly disagree,Completely agree,Partly agree,Completely agree,Completely agree,Not sure,Partly agree,Partly agree,Not sure,10,Aprendi sobre los negocios consientes 
2025/05/19 5:41:11 PM MDT,131,LAET,Campus Sonora Norte,Mujer,Estados Unidos y Mexicana (doble),21 a 22 años,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Partly agree,Completely agree,Completely agree,Partly agree,Not sure,10,Ver la parte social y ambiental de las empresas y su gran papel en ellas.
2025/05/19 5:42:04 PM MDT,132,LAET 19,Campus Sonora Norte,Mujer,Mexicana,21 a 22 años,Completely agree,Partly agree,Completely agree,Partly agree,Completely agree,Completely agree,Completely agree,Not sure,Partly agree,Partly agree,Completely agree,Completely agree,8,Siento que mi mentalidad si cambio gracias a lo que aprendi en mi carrera y como involucrar la sostenibilidad.
2025/05/19 5:43:07 PM MDT,133,LAET,Campus Sonora Norte,Hombre,Mexicana,21 a 22 años,Completely agree,Completely disagree,Completely agree,Completely agree,Completely agree,Completely disagree,Not sure,Completely disagree,Completely disagree,Completely disagree,Partly agree,Completely agree,6,"Creo que las bases de mis creencias y convicciones en cuanto al tema no cambiaron en lo absoluto, sin embargo debido al aumento de conocimiento y consciencia, creo que mi visión ahora es mucho más completa en términos de la sostenibilidad."
2025/05/19 5:46:26 PM MDT,134,LAET19,Campus Sonora Norte,Mujer,MEXICANA,21 a 22 años,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,8,Por la metodologia de que las empresas deben de ser concieentees con la sociedad y eel medio ambiente.
2025/05/20 4:53:15 PM MDT,135,LAEt,Campus Toluca,Mujer,Mexicana ,23 a 24 años,Not sure,Not sure,Not sure,Not sure,Not sure,Partly disagree,Partly agree,Partly agree,Partly disagree,Partly agree,Not sure,Not sure,6,"No me gustan mucho los temas ambientales, no disfruto trabajar con ellos "
2025/05/20 4:53:36 PM MDT,136,LAET,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Completely agree,Partly disagree,Partly agree,Partly agree,Completely agree,Completely disagree,Completely agree,Completely agree,Partly agree,Partly agree,7,Tuve clases que complementaban ese pensamiento 
2025/05/20 4:53:41 PM MDT,137,Laet,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely agree,Not sure,Not sure,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,Not sure,Partly agree,Partly agree,Partly agree,8,Me volví consiente de como el mundo empresaria de verdad se preocupa por sus empleados y el medio ambiente 
2025/05/20 4:54:01 PM MDT,138,LAET,Campus Toluca,Hombre,México ,21 a 22 años,Not sure,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely agree,Completely agree,Partly agree,Completely agree,Partly agree,9,Considero que me impactó mucho mi perspectiva en la visión humanista con la que hay que ver a los miembros que participan en nuestra organización 
2025/05/20 4:54:18 PM MDT,139,LAET,Campus Toluca,Mujer,Mexicana,21 a 22 años,Partly agree,Not sure,Partly agree,Partly agree,Completely agree,Partly agree,Completely agree,Not sure,Not sure,Not sure,Not sure,Not sure,8,En clase de negocios conscientes vimos otra perspectiva que me hizo ser más alerta a todo
2025/05/20 4:54:35 PM MDT,140,Estrategia y transformación de negocios ,Campus Toluca,Mujer,Mexicana,21 a 22 años,Partly agree,Completely disagree,Partly agree,Partly agree,Partly agree,Partly agree,Completely agree,Partly agree,Partly agree,Partly agree,Not sure,Completely disagree,9,Negocios conscientes 
2025/05/20 4:55:17 PM MDT,141,LAET,Campus Toluca,Hombre,Mexicano,23 a 24 años,Partly agree,Not sure,Completely agree,Completely agree,Not sure,Completely agree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly agree,10,"Tenia una percepción completamente diferente sobre el impacto o las alternativas que existen, ahora además de tener más conocimientos sobre temas como economía circular, sostenibilidad, capitalismo consciente entre otros temas, poseo una visión más clara de las problemáticas existentes. "
2025/05/20 4:55:21 PM MDT,142,LAET,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Partly agree,Partly disagree,Completely agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly agree,Partly disagree,Partly disagree,Completely disagree,10,Creo que muchas veces estamos tan enfocados en nuestro día a día que no vemos el panorama completo del impacto que cada cosa que hacemos genera. Teniendo este enfoque sostenible en la carrera nos ayuda a ir formando futuros mejores 
2025/05/20 4:55:28 PM MDT,143,LAET,Campus Toluca,Hombre,Mexicano,21 a 22 años,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,Partly agree,Partly agree,Partly disagree,Partly agree,Partly agree,Partly agree,Completely agree,9,"Respecto a considerar siempre la parte sustentable, en especial desde que vamos a hacer un proyecto desde cero, ahora siempre considero todos los factores que abarcan esta parte, antes no lo hacía. "
2025/05/20 4:55:34 PM MDT,144,LAET,Campus Toluca,Mujer,Mexicana ,21 a 22 años,Completely agree,Completely agree,Completely agree,Not sure,Not sure,Partly agree,Completely agree,Not sure,Completely agree,Not sure,Not sure,Completely agree,10,"Nos mostraron la importancia de integrar la sostenibilidad en los negocios para que estos puedan tener un mayor crecimiento a largo plazo, además nos enseñaron a pensar primero en el ambiente y la sociedad  "
2025/05/20 4:55:45 PM MDT,145,Estrategia y Transformación de Negocios,Campus Toluca,Hombre,Mexicana,25 años o más,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Completely agree,Partly agree,Completely agree,Not sure,Partly agree,10,Totalmente ha cambiado mi perspectiva tanto en la parte ambiental como social debido a que logró entender como los procesos de un negocio u organización pueden afectar y de igual forma como si es posible hacer un cambio a causa de tomando conciencia con la estructura correcta.
